카드명,삼성카드_taptap_O,삼성카드_&_MILEAGE_PLATINUM(스카이패스),삼성_iD_달달할인_카드,삼성_iD_EV_카드,삼성_iD_ON_카드,국민행복_삼성카드_V2,네이버페이_taptap,taptap_DIGITAL,삼성_iD_ALL_카드,삼성_iD_PET_카드,신한카드_MY_CAR,신한카드_Deep_Dream,신한카드_Mr.Life,신한카드_Deep_Oil,신한카드_Deep_Dream_Platinum+,신한_Hi-Point_카드,알뜰교통_신한카드,신한카드_RPM+,메리어트_본보이™_더_베스트_신한카드,아시아나_신한카드_Air_1.5,KB국민_My_WE:SH_카드,KB국민_굿데이카드,KB국민_알뜰교통플러스카드,KB국민_청춘대로_톡톡카드,KB국민_에버랜드_판다카드,KB국민_톡톡_my_point_카드,THE_CJ_KB국민카드,HERITAGE_Smart_[대한항공_마일리지형],KB국민_WE:SH_All_카드,KB국민_Liiv_M_Ⅱ카드,the_Green_Edition2,현대카드ZERO_Edition2(할인형),the_Red_Edition5,현대카드M_BOOST,the_Pink,the_Purple_osée,현대카드Z_family,스타벅스_현대카드,현대카드Z_work,현대카드X_BOOST,LOCA_CLASSIC_(로카_클래식),LOCA_365,롯데_국민행복카드,LOCA_LIKIT_1.2,LOCA_LIKIT,롯데_포인트플러스_카드,롯데백화점_롯데카드,LOCA_나누기_카드,롤라카드,경차_smart_롯데카드,카드의정석_EVERY_1,카드의정석_EVERY_MILE_SKYPASS,카드의정석SHOPPING,NU_Uniq,카드의정석_UNTACT,카드의정석_WOWRI,NU_Nature,카드의정석_MILEAGE_SKYPASS,카드의정석_MILEAGE_Asiana_Club,우리_국민행복카드_S2,알뜰교통_우리카드,DA@카드의_정석,카드의정석_UNTACT_AIR,Diners_Club_MILEAGE,NU_Uniq_Point,다둥이행복카드,NU_Blanc,카드의정석_UniMile,카드의정석_UniMile_in_JEJU,우리카드_WON_POINT_AIR,카드의정석_APT,카드의정석_댕댕냥이,그랑블루_1st,NU_Biz,Hole_In_:_WON_우리카드,카드의정석L.POINT,Diners_Club_POINT,우리카드_WON_DISCOUNT_AIR,우리_햇살론카드
롯데백화점_롯데카드,0.316227766,0.316227766,0.0,0.0,0.0,0.316227766,0.0,0.316227766,0.316227766,0.316227766,0.3535533906,0.316227766,0.316227766,0.316227766,0.316227766,0.316227766,0.316227766,0.632455532,0.0,0.5,0.316227766,0.0,0.0,0.316227766,0.0,0.316227766,0.316227766,0.316227766,0.632455532,0.0,0.316227766,0.0,0.316227766,0.25,0.316227766,0.0,0.316227766,0.1507556723,0.0,0.0,0.632455532,0.316227766,0.0,0.632455532,0.316227766,0.632455532,1.0,0.5,0.316227766,0.0,0.2041241452,0.4082482905,0.3535533906,0.25,0.25,0.1767766953,0.2886751346,0.0,0.0,0.2236067977,0.0,0.2132007164,0.4264014327,0.0,0.2132007164,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCA_나누기_카드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535533906,0.316227766,0.316227766,0.316227766,0.316227766,0.0,0.316227766,0.316227766,0.0,0.5,0.316227766,0.0,0.0,0.316227766,0.0,0.316227766,0.0,0.0,0.316227766,0.0,0.316227766,0.0,0.316227766,0.25,0.316227766,0.0,0.0,0.0,0.0,0.0,0.316227766,0.316227766,0.0,0.316227766,0.316227766,0.316227766,0.5,1.0,0.316227766,0.0,0.0,0.4082482905,0.0,0.0,0.0,0.0,0.2886751346,0.0,0.0,0.0,0.0,0.0,0.2132007164,0.0,0.2132007164,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
롤라카드,0.2,0.4,0.0,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.6708203932,0.2,0.6,0.6,0.2,0.4,0.6,0.4,0.0,0.316227766,0.2,0.2,0.2,0.4,0.5163977795,0.4,0.2,0.0,0.2,0.0,0.4,0.3651483717,0.4,0.474341649,0.4,0.0,0.4,0.3813850357,0.2,0.0,0.6,0.2,0.2,0.4,0.2,0.6,0.316227766,0.316227766,1.0,0.4,0.3872983346,0.2581988897,0.4472135955,0.474341649,0.0,0.3354101966,0.5477225575,0.0,0.2581988897,0.2828427125,0.4242640687,0.4045199175,0.269679945,0.2236067977,0.1348399725,0.0,0.0,0.0,0.0,0.0,0.0,0.1825741858,0.0,0.0,0.1825741858,0.0,0.0,0.0,0.0
경차_smart_롯데카드,0.2,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.4,0.0,0.4472135955,0.0,0.4,0.6,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.4,0.2,0.2,0.2581988897,0.0,0.0,0.0,0.0,0.0,0.2,0.3651483717,0.2,0.158113883,0.2,0.0,0.4,0.3813850357,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.0,0.4,1.0,0.2581988897,0.0,0.2236067977,0.474341649,0.0,0.2236067977,0.3651483717,0.0,0.0,0.1414213562,0.2828427125,0.269679945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
카드의정석_EVERY_1,0.3872983346,0.2581988897,0.2581988897,0.1290994449,0.3872983346,0.3872983346,0.0,0.2581988897,0.2581988897,0.1290994449,0.1443375673,0.2581988897,0.1290994449,0.2581988897,0.2581988897,0.2581988897,0.5163977795,0.1290994449,0.0,0.0,0.2581988897,0.3872983346,0.5163977795,0.3872983346,0.3333333333,0.1290994449,0.5163977795,0.1290994449,0.1290994449,0.0,0.0,0.4714045208,0.0,0.2041241452,0.0,0.1091089451,0.3872983346,0.6770032004,0.3872983346,0.0,0.5163977795,0.2581988897,0.3872983346,0.2581988897,0.3872983346,0.2581988897,0.2041241452,0.0,0.3872983346,0.2581988897,1.0,0.0,0.2886751346,0.5103103631,0.3061862178,0.5773502692,0.2357022604,0.0,0.1666666667,0.5477225575,0.5477225575,0.6963106238,0.4351941399,0.1443375673,0.0,0.0700140042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178511302,0.0,0.0,0.0,0.0
카드의정석_EVERY_MILE_SKYPASS,0.0,0.5163977795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751346,0.2581988897,0.2581988897,0.2581988897,0.2581988897,0.0,0.2581988897,0.5163977795,0.4082482905,0.8164965809,0.2581988897,0.0,0.0,0.2581988897,0.0,0.2581988897,0.0,0.5163977795,0.2581988897,0.0,0.5163977795,0.0,0.5163977795,0.4082482905,0.5163977795,0.4364357805,0.0,0.123091491,0.0,0.0,0.2581988897,0.2581988897,0.0,0.2581988897,0.2581988897,0.2581988897,0.4082482905,0.4082482905,0.2581988897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2357022604,0.4082482905,0.3333333333,0.0,0.0,0.174077656,0.174077656,0.5773502692,0.174077656,0.0,0.0,0.0,0.2182178902,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
카드의정석SHOPPING,0.4472135955,0.6708203932,0.0,0.2236067977,0.2236067977,0.4472135955,0.3535533906,0.4472135955,0.4472135955,0.4472135955,0.5,0.0,0.2236067977,0.4472135955,0.0,0.4472135955,0.2236067977,0.4472135955,0.0,0.0,0.2236067977,0.2236067977,0.2236067977,0.2236067977,0.2886751346,0.4472135955,0.4472135955,0.2236067977,0.2236067977,0.0,0.2236067977,0.4082482905,0.2236067977,0.5303300859,0.2236067977,0.0,0.4472135955,0.4264014327,0.4472135955,0.3535533906,0.4472135955,0.0,0.0,0.4472135955,0.0,0.4472135955,0.3535533906,0.0,0.4472135955,0.2236067977,0.2886751346,0.0,1.0,0.7071067812,0.3535533906,0.5,0.4082482905,0.0,0.0,0.158113883,0.316227766,0.3015113446,0.4522670169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NU_Uniq,0.474341649,0.474341649,0.0,0.316227766,0.632455532,0.316227766,0.25,0.474341649,0.474341649,0.474341649,0.3535533906,0.0,0.316227766,0.474341649,0.0,0.474341649,0.474341649,0.316227766,0.0,0.0,0.316227766,0.474341649,0.316227766,0.474341649,0.4082482905,0.316227766,0.474341649,0.158113883,0.316227766,0.0,0.158113883,0.5773502692,0.158113883,0.375,0.158113883,0.2672612419,0.632455532,0.6030226892,0.474341649,0.25,0.474341649,0.316227766,0.158113883,0.316227766,0.316227766,0.474341649,0.25,0.0,0.474341649,0.474341649,0.5103103631,0.0,0.7071067812,1.0,0.375,0.6187184335,0.5773502692,0.0,0.0,0.3354101966,0.4472135955,0.5330017909,0.5330017909,0.0,0.0,0.08574929257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
카드의정석_UNTACT,0.316227766,0.158113883,0.790569415,0.158113883,0.316227766,0.316227766,0.25,0.474341649,0.474341649,0.632455532,0.0,0.0,0.316227766,0.0,0.0,0.316227766,0.0,0.158113883,0.0,0.0,0.316227766,0.158113883,0.158113883,0.158113883,0.0,0.158113883,0.158113883,0.316227766,0.474341649,0.3535533906,0.0,0.1443375673,0.0,0.125,0.0,0.133630621,0.316227766,0.527644853,0.316227766,0.25,0.158113883,0.316227766,0.158113883,0.158113883,0.158113883,0.158113883,0.25,0.0,0.0,0.0,0.3061862178,0.0,0.3535533906,0.375,1.0,0.3535533906,0.1443375673,0.0,0.0,0.6708203932,0.6708203932,0.1066003582,0.8528028654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133630621
카드의정석_WOWRI,0.5590169944,0.3354101966,0.1118033989,0.2236067977,0.5590169944,0.3354101966,0.3535533906,0.5590169944,0.3354101966,0.3354101966,0.25,0.3354101966,0.2236067977,0.3354101966,0.3354101966,0.4472135955,0.3354101966,0.2236067977,0.1767766953,0.0,0.4472135955,0.5590169944,0.5590169944,0.4472135955,0.4330127019,0.3354101966,0.5590169944,0.1118033989,0.3354101966,0.25,0.2236067977,0.4082482905,0.2236067977,0.4419417382,0.2236067977,0.2834733548,0.3354101966,0.7995026863,0.5590169944,0.1767766953,0.4472135955,0.3354101966,0.3354101966,0.3354101966,0.4472135955,0.3354101966,0.1767766953,0.0,0.3354101966,0.2236067977,0.5773502692,0.0,0.5,0.6187184335,0.3535533906,1.0,0.5103103631,0.0,0.1443375673,0.3952847075,0.3952847075,0.6030226892,0.4522670169,0.125,0.0,0.06063390626,0.0589255651,0.09449111825,0.0,0.08333333333,0.0,0.0,0.0,0.125,0.1020620726,0.0790569415,0.125,0.0,0.09449111825
NU_Nature,0.5477225575,0.3651483717,0.0,0.1825741858,0.5477225575,0.1825741858,0.2886751346,0.1825741858,0.1825741858,0.1825741858,0.6123724357,0.3651483717,0.3651483717,0.7302967433,0.3651483717,0.3651483717,0.5477225575,0.3651483717,0.2886751346,0.2886751346,0.1825741858,0.3651483717,0.3651483717,0.5477225575,0.2357022604,0.5477225575,0.1825741858,0.0,0.3651483717,0.0,0.5477225575,0.3333333333,0.5477225575,0.5773502692,0.5477225575,0.3086066999,0.1825741858,0.4351941399,0.3651483717,0.0,0.3651483717,0.3651483717,0.1825741858,0.3651483717,0.3651483717,0.5477225575,0.2886751346,0.2886751346,0.5477225575,0.3651483717,0.2357022604,0.2357022604,0.4082482905,0.5773502692,0.1443375673,0.5103103631,1.0,0.0,0.0,0.1290994449,0.2581988897,0.246182982,0.3692744729,0.0,0.123091491,0.0,0.09622504486,0.15430335,0.0,0.1360827635,0.0,0.1666666667,0.0,0.2041241452,0.0,0.1290994449,0.2041241452,0.0,0.0
카드의정석_MILEAGE_SKYPASS,0.0,0.316227766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766,0.0,0.0,0.316227766,0.0,0.316227766,0.0,0.316227766,0.2672612419,0.0,0.1507556723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482905,0.0,0.0,0.0,0.0,0.0,1.0,0.8164965809,0.0,0.0,0.2132007164,0.0,0.3535533906,0.0,0.0,0.0,0.0,0.2672612419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
카드의정석_MILEAGE_Asiana_Club,0.0,0.2581988897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897,0.4082482905,0.0,0.0,0.0,0.0,0.0,0.3333333333,0.0,0.0,0.2581988897,0.0,0.0,0.2581988897,0.0,0.2581988897,0.0,0.2581988897,0.2182178902,0.0,0.246182982,0.0,0.0,0.2581988897,0.0,0.2581988897,0.0,0.0,0.0,0.0,0.0,0.2581988897,0.0,0.1666666667,0.3333333333,0.0,0.0,0.0,0.1443375673,0.0,0.8164965809,1.0,0.1825741858,0.1825741858,0.3481553119,0.0,0.5773502692,0.0,0.0,0.0,0.0,0.2182178902,0.0,0.0,0.0,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0
우리_국민행복카드_S2,0.2828427125,0.1414213562,0.5656854249,0.0,0.2828427125,0.5656854249,0.0,0.2828427125,0.5656854249,0.2828427125,0.0,0.0,0.4242640687,0.0,0.0,0.4242640687,0.1414213562,0.1414213562,0.0,0.0,0.1414213562,0.2828427125,0.2828427125,0.1414213562,0.1825741858,0.0,0.1414213562,0.1414213562,0.4242640687,0.316227766,0.0,0.1290994449,0.0,0.0,0.0,0.1195228609,0.4242640687,0.53935989,0.1414213562,0.0,0.2828427125,0.2828427125,0.4242640687,0.1414213562,0.1414213562,0.2828427125,0.2236067977,0.0,0.2828427125,0.1414213562,0.5477225575,0.0,0.158113883,0.3354101966,0.6708203932,0.3952847075,0.1290994449,0.0,0.1825741858,1.0,0.6,0.3813850357,0.5720775535,0.158113883,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.1290994449,0.0,0.0,0.0,0.1195228609
알뜰교통_우리카드,0.4242640687,0.1414213562,0.7071067812,0.1414213562,0.4242640687,0.1414213562,0.2236067977,0.1414213562,0.4242640687,0.2828427125,0.158113883,0.0,0.4242640687,0.2828427125,0.0,0.2828427125,0.4242640687,0.0,0.0,0.0,0.2828427125,0.2828427125,0.4242640687,0.4242640687,0.1825741858,0.2828427125,0.1414213562,0.1414213562,0.1414213562,0.316227766,0.0,0.5163977795,0.0,0.2236067977,0.0,0.0,0.2828427125,0.6067798762,0.5656854249,0.2236067977,0.2828427125,0.4242640687,0.4242640687,0.1414213562,0.2828427125,0.1414213562,0.0,0.0,0.4242640687,0.2828427125,0.5477225575,0.0,0.316227766,0.4472135955,0.6708203932,0.3952847075,0.2581988897,0.0,0.1825741858,0.6,1.0,0.3813850357,0.6674238125,0.158113883,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.1290994449,0.0,0.0,0.0,0.1195228609
DA@카드의_정석,0.4045199175,0.4045199175,0.0,0.1348399725,0.4045199175,0.269679945,0.0,0.4045199175,0.269679945,0.1348399725,0.1507556723,0.269679945,0.1348399725,0.269679945,0.269679945,0.269679945,0.53935989,0.269679945,0.2132007164,0.0,0.269679945,0.4045199175,0.53935989,0.4045199175,0.3481553119,0.269679945,0.53935989,0.269679945,0.269679945,0.0,0.1348399725,0.6154574549,0.1348399725,0.1066003582,0.1348399725,0.2279211529,0.4045199175,0.6428243465,0.4045199175,0.2132007164,0.53935989,0.269679945,0.269679945,0.53935989,0.269679945,0.269679945,0.2132007164,0.0,0.4045199175,0.269679945,0.6963106238,0.174077656,0.3015113446,0.5330017909,0.1066003582,0.6030226892,0.246182982,0.2132007164,0.3481553119,0.3813850357,0.3813850357,1.0,0.2727272727,0.3015113446,0.0,0.07312724241,0.0,0.0,0.1139605765,0.0,0.0,0.0,0.0,0.0,0.123091491,0.0,0.0,0.1066003582,0.0
카드의정석_UNTACT_AIR,0.4045199175,0.269679945,0.6741998625,0.269679945,0.53935989,0.269679945,0.2132007164,0.4045199175,0.4045199175,0.53935989,0.3015113446,0.1348399725,0.4045199175,0.269679945,0.1348399725,0.269679945,0.269679945,0.269679945,0.0,0.2132007164,0.53935989,0.269679945,0.269679945,0.53935989,0.174077656,0.4045199175,0.4045199175,0.269679945,0.53935989,0.3015113446,0.1348399725,0.246182982,0.1348399725,0.3198010745,0.1348399725,0.2279211529,0.4045199175,0.5785419119,0.4045199175,0.2132007164,0.53935989,0.53935989,0.1348399725,0.4045199175,0.4045199175,0.269679945,0.4264014327,0.2132007164,0.269679945,0.0,0.4351941399,0.174077656,0.4522670169,0.5330017909,0.8528028654,0.4522670169,0.3692744729,0.0,0.0,0.5720775535,0.6674238125,0.2727272727,1.0,0.0,0.09090909091,0.07312724241,0.0,0.0,0.0,0.0,0.2132007164,0.123091491,0.0,0.0,0.0,0.0,0.0,0.0,0.1139605765
Diners_Club_MILEAGE,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.3535533906,0.3535533906,0.0,0.0,0.0,0.0,0.2886751346,0.0,0.0,0.6708203932,0.0,0.0,0.4472135955,0.0,0.4472135955,0.1767766953,0.4472135955,0.5669467095,0.0,0.2132007164,0.0,0.0,0.2236067977,0.0,0.2236067977,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.1443375673,0.5773502692,0.0,0.0,0.0,0.125,0.0,0.3535533906,0.5773502692,0.158113883,0.158113883,0.3015113446,0.0,1.0,0.0,0.0,0.0,0.0,0.1889822365,0.0,0.0,0.0,0.2041241452,0.0,0.2041241452,0.0,0.0,0.0,0.0
NU_Uniq_Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507556723,0.1348399725,0.1348399725,0.1348399725,0.1348399725,0.0,0.1348399725,0.1348399725,0.0,0.2132007164,0.1348399725,0.0,0.0,0.1348399725,0.0,0.1348399725,0.0,0.0,0.1348399725,0.0,0.1348399725,0.0,0.1348399725,0.1066003582,0.1348399725,0.0,0.0,0.0,0.0,0.0,0.1348399725,0.1348399725,0.0,0.1348399725,0.1348399725,0.1348399725,0.2132007164,0.2132007164,0.1348399725,0.0,0.0,0.174077656,0.0,0.0,0.0,0.0,0.123091491,0.0,0.0,0.0,0.0,0.0,0.09090909091,0.0,1.0,0.5850179393,0.4264014327,0.3418817294,0.3418817294,0.5025189076,0.2132007164,0.4923659639,0.3692744729,0.1507556723,0.4923659639,0.4767312946,0.0,0.5330017909,0.5698028823
다둥이행복카드,0.0,0.0,0.0,0.1084652289,0.1084652289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1084652289,0.1084652289,0.0,0.1084652289,0.1400280084,0.0,0.1084652289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916698497,0.1084652289,0.051708769,0.0,0.0,0.1084652289,0.1084652289,0.0,0.0,0.1084652289,0.0,0.0,0.0,0.0,0.0,0.0700140042,0.0,0.0,0.08574929257,0.0,0.06063390626,0.0,0.0,0.0,0.0,0.0,0.07312724241,0.07312724241,0.0,0.5850179393,1.0,0.6859943406,0.3666793988,0.3666793988,0.5659164584,0.1714985851,0.2970442629,0.3960590172,0.1212678125,0.3960590172,0.5368754922,0.1212678125,0.5144957554,0.5500190982
NU_Blanc,0.1054092553,0.0,0.0,0.0,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.1054092553,0.0,0.0,0.1054092553,0.1054092553,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1054092553,0.0,0.0,0.0,0.0,0.1054092553,0.0,0.1054092553,0.08333333333,0.1054092553,0.08908708064,0.0,0.05025189076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054092553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589255651,0.09622504486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264014327,0.6859943406,1.0,0.5345224838,0.3563483225,0.7071067812,0.1666666667,0.3849001795,0.2886751346,0.3535533906,0.4811252243,0.7453559925,0.3535533906,0.5,0.4454354032
카드의정석_UniMile,0.1690308509,0.0,0.0,0.0,0.0,0.0,0.2672612419,0.0,0.0,0.0,0.0,0.1690308509,0.0,0.0,0.1690308509,0.1690308509,0.0,0.0,0.2672612419,0.0,0.0,0.0,0.0,0.0,0.0,0.1690308509,0.0,0.0,0.0,0.0,0.1690308509,0.0,0.1690308509,0.133630621,0.1690308509,0.1428571429,0.0,0.0805822964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690308509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09449111825,0.15430335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3418817294,0.3666793988,0.5345224838,1.0,0.2857142857,0.5039526307,0.2672612419,0.4629100499,0.3086066999,0.377964473,0.6172133998,0.4780914437,0.5669467095,0.4008918629,0.2857142857
카드의정석_UniMile_in_JEJU,0.0,0.1690308509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690308509,0.2672612419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690308509,0.0,0.0,0.1690308509,0.0,0.1690308509,0.0,0.1690308509,0.1428571429,0.0,0.0805822964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902,0.0,0.0,0.0,0.0,0.0,0.2672612419,0.2182178902,0.0,0.0,0.1139605765,0.0,0.1889822365,0.3418817294,0.3666793988,0.3563483225,0.2857142857,1.0,0.1259881577,0.0,0.3086066999,0.4629100499,0.0,0.3086066999,0.4780914437,0.1889822365,0.133630621,0.4285714286
우리카드_WON_POINT_AIR,0.1490711985,0.0,0.0,0.0,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0,0.1490711985,0.0,0.0,0.1490711985,0.1490711985,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0,0.0,0.0,0.1490711985,0.0,0.0,0.0,0.0,0.1490711985,0.0,0.1490711985,0.1178511302,0.1490711985,0.1259881577,0.0,0.07106690545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1490711985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333,0.1360827635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025189076,0.5659164584,0.7071067812,0.5039526307,0.1259881577,1.0,0.2357022604,0.272165527,0.0,0.1666666667,0.4082482905,0.7378647874,0.1666666667,0.7071067812,0.5039526307
카드의정석_APT,0.0,0.0,0.316227766,0.0,0.0,0.0,0.0,0.0,0.316227766,0.0,0.0,0.0,0.316227766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766,0.0,0.0,0.0,0.0,0.316227766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2236067977,0.2236067977,0.0,0.2132007164,0.0,0.2132007164,0.1714985851,0.1666666667,0.2672612419,0.0,0.2357022604,1.0,0.0,0.0,0.0,0.2886751346,0.0,0.0,0.25,0.0
카드의정석_댕댕냥이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041241452,0.1825741858,0.1825741858,0.1825741858,0.1825741858,0.0,0.1825741858,0.1825741858,0.0,0.2886751346,0.1825741858,0.0,0.0,0.1825741858,0.0,0.1825741858,0.0,0.0,0.1825741858,0.0,0.1825741858,0.0,0.1825741858,0.1443375673,0.1825741858,0.0,0.0,0.0,0.0,0.0,0.1825741858,0.1825741858,0.0,0.1825741858,0.1825741858,0.1825741858,0.2886751346,0.2886751346,0.1825741858,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.0,0.123091491,0.0,0.4923659639,0.2970442629,0.3849001795,0.4629100499,0.3086066999,0.272165527,0.0,1.0,0.3333333333,0.2041241452,0.6666666667,0.3872983346,0.2041241452,0.2886751346,0.4629100499
그랑블루_1st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825741858,0.0,0.0,0.1825741858,0.0,0.1825741858,0.0,0.1825741858,0.15430335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041241452,0.3692744729,0.3960590172,0.2886751346,0.3086066999,0.4629100499,0.0,0.0,0.3333333333,1.0,0.4082482905,0.3333333333,0.2581988897,0.4082482905,0.0,0.3086066999
NU_Biz,0.2236067977,0.0,0.0,0.0,0.0,0.0,0.3535533906,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.2236067977,0.2236067977,0.0,0.0,0.3535533906,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.2236067977,0.1767766953,0.2236067977,0.1889822365,0.0,0.1066003582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.2041241452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507556723,0.1212678125,0.3535533906,0.377964473,0.0,0.1666666667,0.0,0.2041241452,0.4082482905,1.0,0.2041241452,0.158113883,0.5,0.0,0.0
Hole_In_:_WON_우리카드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357022604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703882798,0.0,0.0,0.1825741858,0.0,0.1825741858,0.0,0.0,0.0,0.0,0.0,0.1825741858,0.0,0.1178511302,0.0,0.0,0.0,0.0,0.1020620726,0.0,0.0,0.2357022604,0.1290994449,0.1290994449,0.123091491,0.0,0.2041241452,0.4923659639,0.3960590172,0.4811252243,0.6172133998,0.3086066999,0.4082482905,0.2886751346,0.6666666667,0.3333333333,0.2041241452,1.0,0.3872983346,0.2041241452,0.4330127019,0.4629100499
카드의정석L.POINT,0.1414213562,0.0,0.0,0.0,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.0,0.1414213562,0.0,0.0,0.1414213562,0.1414213562,0.0,0.0,0.2236067977,0.0,0.0,0.0,0.0,0.0,0.0,0.1414213562,0.0,0.0,0.0,0.0,0.1414213562,0.0,0.1414213562,0.1118033989,0.1414213562,0.1195228609,0.0,0.06741998625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414213562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790569415,0.1290994449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767312946,0.5368754922,0.7453559925,0.4780914437,0.4780914437,0.7378647874,0.0,0.3872983346,0.2581988897,0.158113883,0.3872983346,1.0,0.316227766,0.5590169944,0.5976143047
